"Gender","Suspicious","Betrayed","Worried","Distrustful","Jealousy","Rejected","Hurt","Anxious","Angry","Threatened","Sad","Upset","Attractiveness_check1","Attractiveness_check2","Assertiveness","Self_confidence","Extroverted","Influential","Socially_competent","Good_judge_of_character","Attractive_not_dominant_woman","Unattractive_dominant_woman","Attractive_dominant_woman","Unattractive_not_dominant_woman","Attractive_not_dominant_man","Unattractive_dominant_man","Attractive_dominant_man","Unattractive_not_dominant_man","Mate_value1","Mate_value2","Mate_value3","Mate_value4","Mate_value5","Mate_value6","Sample","Attractive_condition","Dominant_condition","ID"
2,2,2,2,2,2,2,2,2,1,1,1,1,5,6,4,4,4,3,4,4,NA,1,NA,NA,NA,NA,NA,NA,3,4,5,5,4,3,"Online","Not Attractive","Dominant",142
2,2,2,2,2,2,2,2,2,2,2,2,2,7,6,2,4,4,2,4,3,1,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,6,6,"Online","Attractive","Not Dominant",143
2,5,4,5,4,4,4,4,4,4,3,4,5,4,2,3,4,2,3,3,3,1,NA,NA,NA,NA,NA,NA,NA,3,2,2,1,2,1,"Online","Attractive","Not Dominant",144
1,4,2,1,4,2,1,1,2,1,1,3,2,4,5,2,2,2,3,3,2,NA,NA,NA,NA,NA,NA,1,NA,5,4,1,5,5,4,"Online","Attractive","Dominant",145
2,4,4,3,2,4,3,3,3,4,2,3,3,4,5,3,2,4,3,3,4,NA,1,NA,NA,NA,NA,NA,NA,4,2,2,2,4,3,"Online","Not Attractive","Dominant",146
2,3,3,3,3,4,3,4,3,4,3,3,3,4,4,4,4,4,4,4,4,NA,NA,1,NA,NA,NA,NA,NA,5,5,5,4,5,1,"Online","Attractive","Dominant",147
1,3,2,2,3,3,2,3,2,4,3,3,2,7,5,4,4,3,3,4,5,NA,NA,NA,NA,NA,1,NA,NA,5,5,6,6,6,6,"Online","Not Attractive","Dominant",148
2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,4,3,3,5,5,NA,1,NA,NA,NA,NA,NA,NA,6,4,5,6,6,6,"Online","Not Attractive","Dominant",149
2,4,5,4,3,5,3,5,4,2,4,4,5,4,4,3,3,2,3,3,2,NA,NA,NA,1,NA,NA,NA,NA,4,3,2,2,4,1,"Online","Not Attractive","Not Dominant",150
1,4,3,2,2,2,2,2,3,3,2,3,2,7,6,3,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,1,3,2,2,1,2,1,"Online","Not Attractive","Not Dominant",151
2,5,5,4,5,5,5,5,5,5,4,3,4,1,4,2,2,2,2,3,3,1,NA,NA,NA,NA,NA,NA,NA,5,5,3,3,5,6,"Online","Attractive","Not Dominant",152
2,4,3,5,3,5,4,4,3,5,5,4,5,4,4,4,5,2,3,3,4,NA,NA,1,NA,NA,NA,NA,NA,2,4,2,4,2,1,"Online","Attractive","Dominant",153
2,3,2,4,2,3,5,4,5,3,3,5,5,5,6,3,3,3,3,3,3,NA,NA,1,NA,NA,NA,NA,NA,5,6,6,5,6,4,"Online","Attractive","Dominant",154
2,1,1,2,2,2,2,2,3,2,2,2,2,5,4,4,5,3,4,4,3,NA,1,NA,NA,NA,NA,NA,NA,3,3,3,2,2,2,"Online","Not Attractive","Dominant",155
1,2,1,1,1,2,1,1,2,1,1,2,1,3,4,4,4,2,3,3,4,NA,NA,NA,NA,1,NA,NA,NA,5,4,5,2,4,1,"Online","Attractive","Not Dominant",156
2,4,4,5,5,3,5,2,4,5,2,2,5,5,3,2,2,2,4,4,2,1,NA,NA,NA,NA,NA,NA,NA,2,5,2,2,5,2,"Online","Attractive","Not Dominant",157
2,5,5,5,5,5,5,5,5,5,5,5,5,7,7,3,4,4,2,4,3,NA,1,NA,NA,NA,NA,NA,NA,6,5,5,4,5,4,"Online","Not Attractive","Dominant",158
2,2,1,2,1,2,1,1,2,1,3,1,1,6,7,2,3,2,2,2,3,NA,NA,NA,1,NA,NA,NA,NA,5,7,5,6,6,7,"Online","Not Attractive","Not Dominant",159
2,4,4,3,4,3,2,2,2,2,3,2,2,6,6,4,4,4,4,4,3,NA,NA,1,NA,NA,NA,NA,NA,5,4,5,4,4,4,"Online","Attractive","Dominant",160
1,5,5,5,5,5,5,5,5,5,5,5,5,6,7,2,4,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,1,6,5,2,2,5,2,"Online","Not Attractive","Not Dominant",161
2,2,3,3,3,3,3,3,3,3,3,3,3,3,4,2,2,2,3,3,2,1,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,"Online","Attractive","Not Dominant",162
2,4,4,4,4,4,4,4,5,5,4,5,5,6,3,4,4,4,3,3,4,NA,NA,NA,1,NA,NA,NA,NA,5,5,4,4,5,4,"Online","Not Attractive","Not Dominant",163
1,1,2,2,1,2,2,2,2,2,1,2,2,3,4,4,4,4,3,4,4,NA,NA,NA,NA,1,NA,NA,NA,5,6,6,5,6,2,"Online","Attractive","Not Dominant",164
2,2,2,2,2,3,2,2,2,3,1,2,3,5,5,4,4,2,3,4,4,NA,1,NA,NA,NA,NA,NA,NA,5,4,5,3,5,1,"Online","Not Attractive","Dominant",165
2,2,1,2,1,2,1,1,2,1,1,1,1,4,3,3,2,2,2,3,4,NA,NA,NA,1,NA,NA,NA,NA,4,5,4,1,5,2,"Online","Not Attractive","Not Dominant",166
1,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,2,3,3,4,3,NA,NA,NA,NA,NA,1,NA,NA,3,2,2,2,2,2,"Online","Not Attractive","Dominant",167
1,3,1,2,4,5,5,4,4,3,2,1,4,5,4,5,5,5,5,4,5,NA,NA,NA,NA,NA,1,NA,NA,4,1,1,7,4,4,"Online","Not Attractive","Dominant",168
1,2,1,1,1,1,1,1,1,1,1,1,1,4,5,4,4,2,2,1,3,NA,NA,NA,NA,1,NA,NA,NA,5,4,3,5,5,1,"Online","Attractive","Not Dominant",169
1,5,4,4,4,4,1,4,4,4,1,2,2,5,5,1,1,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,1,6,5,5,6,6,4,"Online","Not Attractive","Not Dominant",170
2,2,2,3,2,3,2,3,4,2,2,4,4,3,5,4,4,4,4,4,4,NA,NA,1,NA,NA,NA,NA,NA,4,4,3,3,5,3,"Online","Attractive","Dominant",171
2,4,2,3,2,2,2,2,3,2,1,2,2,6,7,3,2,2,4,3,4,1,NA,NA,NA,NA,NA,NA,NA,3,5,6,5,5,1,"Online","Attractive","Not Dominant",172
1,3,4,5,3,5,5,4,5,5,5,5,4,3,2,5,5,4,5,5,3,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,1,1,1,"Online","Attractive","Dominant",173
2,4,3,4,4,3,4,5,2,2,2,3,5,5,5,5,4,2,2,1,3,NA,1,NA,NA,NA,NA,NA,NA,4,5,5,2,5,2,"Online","Not Attractive","Dominant",174
2,4,4,4,4,4,4,4,4,4,4,4,4,6,6,4,4,4,4,4,4,NA,NA,NA,1,NA,NA,NA,NA,4,4,4,6,5,2,"Online","Not Attractive","Not Dominant",175
2,4,4,4,4,5,4,4,5,5,3,4,4,6,6,2,2,2,2,2,2,NA,NA,NA,1,NA,NA,NA,NA,5,6,5,4,5,2,"Online","Not Attractive","Not Dominant",176
2,5,4,5,5,5,4,3,5,5,5,1,1,2,1,5,4,3,5,5,4,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,"Online","Attractive","Dominant",177
1,3,2,3,2,4,2,3,4,2,3,2,3,6,6,2,2,2,3,2,3,NA,NA,NA,NA,NA,NA,NA,1,3,4,4,4,5,6,"Online","Not Attractive","Not Dominant",178
2,2,2,2,2,2,1,2,1,2,2,2,2,4,4,2,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,5,4,4,2,5,4,"Online","Attractive","Not Dominant",179
2,4,3,3,3,3,2,4,5,1,5,2,5,3,2,4,4,3,5,5,3,NA,NA,1,NA,NA,NA,NA,NA,2,2,2,1,3,1,"Online","Attractive","Dominant",180
1,3,2,2,3,3,2,2,2,2,2,2,2,5,3,4,4,4,5,4,4,NA,NA,NA,NA,NA,1,NA,NA,5,4,4,4,4,3,"Online","Not Attractive","Dominant",181
2,5,4,4,4,4,5,5,5,2,4,4,4,6,5,2,1,1,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,2,4,"Online","Attractive","Not Dominant",182
1,5,5,5,5,5,5,5,5,4,5,5,5,6,6,4,5,5,5,5,5,NA,NA,NA,NA,NA,1,NA,NA,4,5,4,4,4,2,"Online","Not Attractive","Dominant",183
1,3,2,2,3,3,4,3,4,2,3,3,3,3,2,4,3,3,4,4,4,NA,NA,NA,NA,1,NA,NA,NA,2,2,2,1,2,1,"Online","Attractive","Not Dominant",184
2,5,5,5,5,4,5,5,5,4,4,5,5,5,6,2,2,1,3,2,2,NA,NA,NA,1,NA,NA,NA,NA,5,6,5,2,5,2,"Online","Not Attractive","Not Dominant",185
2,5,5,5,5,5,5,5,5,5,5,5,5,3,2,5,5,5,5,5,5,NA,1,NA,NA,NA,NA,NA,NA,5,5,6,6,5,5,"Online","Not Attractive","Dominant",186
1,3,1,2,2,2,1,2,2,2,2,1,1,3,5,3,2,2,3,3,3,NA,NA,NA,NA,NA,NA,1,NA,5,5,5,5,5,5,"Online","Attractive","Dominant",187
2,4,4,4,4,5,5,5,4,4,3,5,5,2,4,4,4,3,4,4,4,1,NA,NA,NA,NA,NA,NA,NA,2,5,2,1,4,2,"Online","Attractive","Not Dominant",188
2,3,2,2,2,3,3,3,4,4,2,4,4,5,5,1,1,1,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,5,4,2,1,4,1,"Online","Not Attractive","Not Dominant",189
1,2,1,2,2,2,1,1,2,1,2,2,2,3,2,4,4,4,5,5,4,NA,NA,NA,NA,NA,NA,1,NA,4,3,2,2,4,1,"Online","Attractive","Dominant",190
1,5,3,2,3,1,2,2,3,2,1,2,2,6,7,1,4,4,2,3,1,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,4,4,1,"Online","Not Attractive","Not Dominant",191
2,4,3,3,3,4,3,3,4,1,3,2,3,3,5,5,5,5,4,4,5,NA,NA,1,NA,NA,NA,NA,NA,4,5,3,5,5,5,"Online","Attractive","Dominant",192
1,4,4,5,5,5,2,5,5,5,4,5,5,4,4,4,3,2,2,2,3,NA,NA,NA,NA,1,NA,NA,NA,6,6,6,2,6,2,"Online","Attractive","Not Dominant",193
2,4,3,4,3,4,3,4,3,2,3,2,3,6,6,3,2,1,3,2,3,NA,1,NA,NA,NA,NA,NA,NA,6,5,6,5,6,6,"Online","Not Attractive","Dominant",194
2,3,3,2,2,3,1,2,3,3,1,2,2,4,4,4,4,4,3,2,2,1,NA,NA,NA,NA,NA,NA,NA,4,3,3,1,3,1,"Online","Attractive","Not Dominant",195
2,2,2,3,3,4,2,3,4,2,3,2,3,3,2,5,5,5,5,5,4,NA,NA,1,NA,NA,NA,NA,NA,5,4,4,2,5,3,"Online","Attractive","Dominant",196
1,4,3,5,4,5,5,3,5,1,5,2,3,6,3,2,1,3,3,5,1,NA,NA,NA,NA,NA,1,NA,NA,1,2,1,1,1,1,"Online","Not Attractive","Dominant",197
2,2,2,2,2,2,2,2,2,3,2,2,2,5,5,3,2,4,4,4,4,NA,NA,NA,1,NA,NA,NA,NA,5,4,3,2,4,2,"Online","Not Attractive","Not Dominant",198
1,3,2,2,2,3,1,2,2,3,2,2,3,6,6,3,4,4,2,2,3,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,5,"Online","Not Attractive","Not Dominant",199
2,4,3,4,2,5,3,3,4,3,5,3,4,6,6,5,5,3,4,5,5,NA,1,NA,NA,NA,NA,NA,NA,3,5,5,5,5,3,"Online","Not Attractive","Dominant",200
1,4,2,1,5,3,3,3,1,5,1,1,3,5,6,2,4,5,2,4,2,NA,NA,NA,NA,NA,1,NA,NA,5,5,6,5,5,2,"Online","Not Attractive","Dominant",201
1,3,3,3,3,4,4,4,5,3,4,3,4,2,5,4,4,3,5,4,4,NA,NA,NA,NA,NA,NA,1,NA,6,5,5,5,6,5,"Online","Attractive","Dominant",202
2,2,3,2,2,2,2,2,2,3,1,2,1,5,5,4,4,4,2,4,4,NA,1,NA,NA,NA,NA,NA,NA,6,6,5,4,6,5,"Online","Not Attractive","Dominant",203
2,5,4,5,5,4,5,5,4,4,4,5,5,6,6,2,3,4,2,4,2,NA,NA,NA,1,NA,NA,NA,NA,7,7,7,7,7,7,"Online","Not Attractive","Not Dominant",204
2,5,5,4,5,5,4,5,5,4,5,4,4,3,2,4,4,3,4,3,3,1,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,3,2,"Online","Attractive","Not Dominant",205
2,2,3,1,1,2,2,2,1,2,1,2,2,3,5,3,3,3,3,3,3,NA,NA,1,NA,NA,NA,NA,NA,4,3,5,5,5,1,"Online","Attractive","Dominant",206
2,2,1,1,1,1,1,1,1,1,1,1,1,5,6,3,2,2,2,2,2,NA,NA,NA,1,NA,NA,NA,NA,5,5,5,5,5,2,"Online","Not Attractive","Not Dominant",207
2,4,3,4,4,4,4,5,5,4,4,5,5,5,6,4,4,4,4,3,3,NA,NA,1,NA,NA,NA,NA,NA,5,5,5,5,5,3,"Online","Attractive","Dominant",208
1,3,5,4,4,3,4,4,3,4,1,3,3,5,5,4,3,3,3,4,4,NA,NA,NA,NA,1,NA,NA,NA,4,4,5,4,6,4,"Online","Attractive","Not Dominant",209
2,3,2,2,2,2,2,2,2,1,2,2,2,6,5,4,4,5,3,4,3,NA,1,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,"Online","Not Attractive","Dominant",210
2,4,5,4,5,5,5,5,5,3,5,5,5,3,4,2,2,1,1,4,2,1,NA,NA,NA,NA,NA,NA,NA,3,1,2,5,5,6,"Online","Attractive","Not Dominant",211
1,2,4,4,3,4,4,4,4,4,4,4,4,6,6,1,1,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,1,4,4,4,3,4,3,"Online","Not Attractive","Not Dominant",212
1,5,4,5,4,3,3,3,5,5,3,2,3,6,5,4,4,3,3,2,3,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,1,2,1,"Online","Not Attractive","Not Dominant",213
2,5,4,5,3,5,1,5,1,5,1,4,5,5,7,5,5,5,4,3,1,NA,1,NA,NA,NA,NA,NA,NA,7,7,7,7,7,7,"Online","Not Attractive","Dominant",214
2,4,5,4,5,4,5,5,3,4,3,4,4,4,4,4,3,2,4,3,3,NA,NA,NA,1,NA,NA,NA,NA,3,4,5,5,4,5,"Online","Not Attractive","Not Dominant",215
1,4,2,4,3,2,2,3,4,2,3,4,3,6,6,4,5,5,5,5,4,NA,NA,NA,NA,NA,1,NA,NA,6,6,6,6,6,6,"Online","Not Attractive","Dominant",216
2,3,4,3,3,5,4,4,4,4,4,4,4,3,5,5,5,5,5,5,5,NA,NA,1,NA,NA,NA,NA,NA,5,5,5,5,5,5,"Online","Attractive","Dominant",217
2,2,2,2,2,1,1,1,1,2,1,1,1,6,7,2,4,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,5,4,4,1,4,1,"Online","Attractive","Not Dominant",218
2,5,3,3,3,3,2,4,4,2,2,4,4,5,5,3,2,4,2,4,2,NA,NA,1,NA,NA,NA,NA,NA,4,5,2,2,4,4,"Online","Attractive","Dominant",219
2,3,2,2,2,3,2,3,2,2,3,2,2,6,6,3,3,3,3,3,3,NA,1,NA,NA,NA,NA,NA,NA,3,6,2,2,5,5,"Online","Not Attractive","Dominant",220
2,3,2,4,4,3,2,3,4,2,4,2,2,6,6,2,2,2,2,4,3,NA,NA,NA,1,NA,NA,NA,NA,5,6,5,6,6,6,"Online","Not Attractive","Not Dominant",221
1,5,4,5,4,5,4,5,5,4,5,5,5,6,5,4,5,3,4,5,2,NA,NA,NA,NA,NA,NA,1,NA,2,1,2,2,5,2,"Online","Attractive","Dominant",222
1,2,2,2,2,4,2,3,4,1,3,2,2,5,6,4,4,4,2,4,2,NA,NA,NA,NA,1,NA,NA,NA,3,3,2,3,3,2,"Online","Attractive","Not Dominant",223
1,2,1,2,1,1,1,1,1,1,1,1,1,6,7,1,3,1,3,3,3,NA,NA,NA,NA,NA,1,NA,NA,7,7,6,3,6,6,"Online","Not Attractive","Dominant",224
2,3,3,3,4,4,4,2,2,4,1,2,2,3,6,3,2,2,2,3,3,1,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,6,6,"Online","Attractive","Not Dominant",225
1,2,2,1,2,3,1,2,2,2,1,1,2,6,6,1,1,1,1,3,3,NA,NA,NA,NA,NA,NA,NA,1,4,5,4,2,4,2,"Online","Not Attractive","Not Dominant",226
2,1,1,1,1,1,1,1,1,1,1,1,1,7,7,1,1,1,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,7,7,7,7,7,7,"Online","Not Attractive","Not Dominant",227
2,2,4,3,2,5,4,5,5,2,4,5,5,3,2,5,5,5,5,5,3,NA,NA,1,NA,NA,NA,NA,NA,2,2,1,1,1,1,"Online","Attractive","Dominant",228
2,2,1,1,1,2,1,1,1,1,2,1,1,3,4,2,4,3,3,4,4,1,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,4,"Online","Attractive","Not Dominant",229
2,5,5,4,4,5,5,5,4,4,3,5,5,3,6,5,4,4,4,4,2,NA,1,NA,NA,NA,NA,NA,NA,5,6,6,5,6,3,"Online","Not Attractive","Dominant",230
2,4,4,4,4,4,3,4,3,5,4,3,4,4,4,3,3,3,3,3,3,NA,NA,1,NA,NA,NA,NA,NA,4,4,4,4,4,4,"Online","Attractive","Dominant",231
2,3,3,2,4,3,4,3,4,3,3,4,4,2,4,3,3,3,3,3,3,1,NA,NA,NA,NA,NA,NA,NA,4,3,4,4,4,2,"Online","Attractive","Not Dominant",232
1,4,3,2,3,2,3,2,3,4,3,3,2,5,5,2,4,3,2,4,3,NA,NA,NA,NA,1,NA,NA,NA,6,5,4,4,5,2,"Online","Attractive","Not Dominant",233
2,5,5,5,5,5,5,5,3,4,1,5,5,3,4,1,2,1,1,3,1,NA,NA,NA,1,NA,NA,NA,NA,3,1,1,1,4,1,"Online","Not Attractive","Not Dominant",234
2,3,3,4,3,4,4,4,5,3,3,4,4,5,5,5,5,4,3,4,3,NA,1,NA,NA,NA,NA,NA,NA,5,3,4,4,5,2,"Online","Not Attractive","Dominant",235
2,2,2,1,1,1,1,1,2,1,1,1,1,3,5,4,4,4,5,4,2,1,NA,NA,NA,NA,NA,NA,NA,5,5,6,6,6,6,"Online","Attractive","Not Dominant",236
2,4,4,4,3,3,4,4,5,3,4,5,4,5,5,2,2,5,5,5,5,NA,1,NA,NA,NA,NA,NA,NA,2,2,4,3,3,1,"Online","Not Attractive","Dominant",237
1,4,5,4,4,5,3,5,5,3,3,5,4,4,6,2,2,2,2,1,2,NA,NA,NA,NA,NA,NA,1,NA,5,5,3,3,4,3,"Online","Attractive","Dominant",238
1,3,2,2,2,2,2,2,2,1,2,1,2,4,6,4,4,4,3,3,3,NA,NA,NA,NA,NA,1,NA,NA,6,6,6,6,6,4,"Online","Not Attractive","Dominant",239
2,3,4,3,3,3,3,3,3,4,3,3,3,5,6,4,4,4,4,4,4,NA,NA,1,NA,NA,NA,NA,NA,4,5,4,6,5,7,"Online","Attractive","Dominant",240
2,4,3,3,3,4,3,4,4,3,3,5,4,4,5,3,4,4,4,4,4,NA,NA,1,NA,NA,NA,NA,NA,5,6,5,4,5,5,"Online","Attractive","Dominant",241
2,2,2,2,2,3,3,3,3,3,3,3,3,2,2,2,2,4,2,4,3,1,NA,NA,NA,NA,NA,NA,NA,5,5,4,5,5,5,"Online","Attractive","Not Dominant",242
2,4,4,5,4,5,5,5,5,3,3,5,5,2,2,4,5,5,5,5,5,NA,1,NA,NA,NA,NA,NA,NA,5,3,4,2,4,5,"Online","Not Attractive","Dominant",243
2,1,2,1,1,1,1,1,1,2,1,1,1,7,5,3,3,3,3,3,3,NA,NA,NA,1,NA,NA,NA,NA,3,3,3,3,3,3,"Online","Not Attractive","Not Dominant",244
2,2,2,2,2,2,1,2,1,2,1,2,2,5,5,3,4,3,3,4,3,NA,NA,NA,1,NA,NA,NA,NA,3,4,4,2,4,2,"Online","Not Attractive","Not Dominant",245
1,5,4,4,5,5,3,4,4,4,3,3,4,4,5,2,2,2,1,3,2,NA,NA,NA,NA,NA,NA,NA,1,2,3,2,2,3,2,"Online","Not Attractive","Not Dominant",246
2,2,2,2,3,3,1,2,4,2,2,2,3,5,4,5,5,5,5,5,2,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,4,"Online","Not Attractive","Dominant",247
1,3,3,3,2,2,4,3,3,3,2,4,3,5,5,1,1,1,2,2,3,NA,NA,NA,NA,1,NA,NA,NA,4,4,5,3,4,2,"Online","Attractive","Not Dominant",248
1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,NA,NA,NA,NA,NA,NA,1,NA,5,5,5,3,3,2,"Online","Attractive","Dominant",249
2,4,5,4,4,3,5,5,5,1,4,4,5,2,4,5,5,5,5,5,4,NA,NA,1,NA,NA,NA,NA,NA,5,6,4,3,5,1,"Online","Attractive","Dominant",250
2,4,4,4,3,4,4,4,4,4,4,4,4,5,6,3,4,3,3,3,3,1,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,2,"Online","Attractive","Not Dominant",251
1,2,2,1,1,2,2,2,2,2,1,1,1,5,4,3,4,4,4,4,4,NA,NA,NA,NA,NA,NA,1,NA,5,3,3,2,3,3,"Online","Attractive","Dominant",252
1,2,1,2,1,2,1,1,2,1,2,1,1,5,5,4,4,4,4,4,4,NA,NA,NA,NA,NA,1,NA,NA,5,5,3,3,5,4,"Online","Not Attractive","Dominant",253
2,3,2,2,2,2,2,2,1,2,2,2,1,4,5,3,3,2,3,3,3,NA,1,NA,NA,NA,NA,NA,NA,3,3,3,3,3,3,"Online","Not Attractive","Dominant",254
2,4,3,2,2,4,2,2,2,2,1,1,1,6,6,3,2,2,2,2,3,NA,NA,NA,1,NA,NA,NA,NA,2,2,2,2,3,4,"Online","Not Attractive","Not Dominant",255
1,2,2,3,2,3,2,3,4,2,3,3,3,7,2,3,2,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,1,3,3,5,2,2,2,"Online","Not Attractive","Not Dominant",256
2,2,2,1,1,2,1,2,2,1,2,1,1,4,2,3,4,5,4,5,2,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,"Online","Attractive","Dominant",257
1,4,3,3,3,4,4,3,5,2,2,4,4,2,2,3,4,3,5,3,3,NA,NA,NA,NA,1,NA,NA,NA,4,5,2,5,5,2,"Online","Attractive","Not Dominant",258
2,4,4,5,4,5,4,5,5,5,4,5,5,6,6,1,2,1,1,2,3,NA,NA,NA,1,NA,NA,NA,NA,4,2,2,2,2,1,"Online","Not Attractive","Not Dominant",259
2,3,3,2,2,2,2,2,2,2,2,2,3,6,6,4,2,2,4,2,2,NA,1,NA,NA,NA,NA,NA,NA,7,7,6,6,6,7,"Online","Not Attractive","Dominant",260
2,4,3,4,3,4,4,4,5,3,3,2,4,3,6,3,3,3,3,3,3,1,NA,NA,NA,NA,NA,NA,NA,3,2,3,3,2,1,"Online","Attractive","Not Dominant",261
2,3,3,2,2,3,2,4,2,4,2,3,3,2,3,4,4,5,4,5,3,NA,NA,1,NA,NA,NA,NA,NA,5,5,3,5,3,3,"Online","Attractive","Dominant",262
1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,NA,NA,NA,NA,NA,1,NA,NA,5,5,5,3,4,3,"Online","Not Attractive","Dominant",263
2,3,2,3,2,2,3,2,2,2,2,2,2,2,1,4,4,4,3,4,3,NA,NA,1,NA,NA,NA,NA,NA,2,3,2,2,2,4,"Online","Attractive","Dominant",264
2,5,4,4,3,5,4,5,5,5,4,5,5,5,6,4,4,4,4,4,4,NA,1,NA,NA,NA,NA,NA,NA,5,6,6,5,6,6,"Online","Not Attractive","Dominant",265
2,4,2,3,2,4,3,3,3,2,2,2,2,3,4,3,2,2,2,4,3,1,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,6,6,"Online","Attractive","Not Dominant",266
2,4,4,4,4,5,4,4,4,3,4,4,3,2,2,3,2,2,3,3,2,NA,NA,NA,1,NA,NA,NA,NA,3,3,2,2,3,1,"Online","Not Attractive","Not Dominant",267
1,4,2,2,2,2,1,1,2,1,1,2,1,3,5,4,4,4,3,5,3,NA,NA,NA,NA,1,NA,NA,NA,4,4,2,1,4,1,"Online","Attractive","Not Dominant",268
1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,7,5,5,6,6,6,"Online","Not Attractive","Not Dominant",269
1,4,4,4,4,4,4,4,4,4,2,2,2,4,4,5,5,5,2,4,2,NA,NA,NA,NA,NA,NA,1,NA,3,3,2,2,5,2,"Online","Attractive","Dominant",270
2,5,5,5,5,5,5,5,5,5,2,3,3,6,5,4,4,3,3,4,5,NA,NA,1,NA,NA,NA,NA,NA,5,4,5,4,5,6,"Online","Attractive","Dominant",271
1,2,2,1,1,1,1,1,2,2,1,1,2,5,6,4,4,4,5,4,3,NA,NA,NA,NA,NA,1,NA,NA,5,5,5,5,5,5,"Online","Not Attractive","Dominant",272
1,3,2,5,2,4,3,4,4,2,4,2,2,6,6,2,2,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,1,4,5,5,2,5,1,"Online","Not Attractive","Not Dominant",273
2,2,2,2,2,3,2,2,3,3,2,2,2,6,5,3,4,2,2,3,3,NA,NA,NA,1,NA,NA,NA,NA,5,5,4,5,4,2,"Online","Not Attractive","Not Dominant",274
1,3,2,3,3,4,2,3,2,4,3,2,2,3,3,4,5,4,4,4,3,NA,NA,NA,NA,NA,NA,1,NA,5,5,4,4,4,5,"Online","Attractive","Dominant",275
2,3,3,4,2,3,3,3,3,2,2,4,3,5,6,2,3,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,5,6,5,5,5,4,"Online","Attractive","Not Dominant",276
2,2,2,2,2,2,2,2,3,1,2,2,2,5,6,2,3,3,2,4,4,NA,1,NA,NA,NA,NA,NA,NA,5,3,5,5,5,3,"Online","Not Attractive","Dominant",277
2,4,5,2,2,2,2,4,4,5,1,2,2,5,4,4,4,4,3,2,3,1,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,3,3,"Online","Attractive","Not Dominant",278
2,3,3,3,3,4,4,4,4,4,4,3,4,6,7,4,3,3,4,4,4,NA,1,NA,NA,NA,NA,NA,NA,5,2,2,5,5,6,"Online","Not Attractive","Dominant",279
2,5,5,5,5,5,5,5,5,5,5,5,5,7,7,3,4,4,4,4,2,NA,NA,NA,1,NA,NA,NA,NA,4,6,5,6,6,2,"Online","Not Attractive","Not Dominant",280
2,4,5,3,4,4,3,5,5,5,4,5,5,3,6,4,4,5,4,5,4,NA,NA,1,NA,NA,NA,NA,NA,6,6,6,6,6,5,"Online","Attractive","Dominant",281
1,2,2,2,2,3,2,2,3,1,2,2,2,5,5,4,2,4,2,4,3,NA,NA,NA,NA,1,NA,NA,NA,5,4,3,5,5,1,"Online","Attractive","Not Dominant",282
1,3,3,1,3,4,3,4,3,1,1,3,3,5,2,4,4,3,3,3,3,NA,NA,NA,NA,1,NA,NA,NA,2,2,2,2,1,1,"Online","Attractive","Not Dominant",283
2,3,2,2,2,4,5,4,5,3,2,3,3,4,5,3,3,4,3,2,2,NA,NA,NA,1,NA,NA,NA,NA,4,1,1,1,1,1,"Online","Not Attractive","Not Dominant",284
2,3,3,2,2,3,1,3,2,3,1,2,3,6,7,4,3,4,4,5,3,NA,1,NA,NA,NA,NA,NA,NA,4,5,5,4,5,3,"Online","Not Attractive","Dominant",285
